[
 [11, 56, 58, 20, 13, 48, 37, 50, 22, 18, 88, 59, 28, 44, 1, 43, 49, 28, 35, 60, 1, 89, 28, 73, 37, 63, 17, 18, 81, 62, 78, 6, 5, 71, 14, 85, 75, 31, 45, 74, 70, 24, 83, 96, 47, 43, 28, 13, 37, 61, 96, 48, 31, 18, 44, 76, 32, 39, 53, 2, 18, 37, 95, 1, 51, 65, 29, 77, 93, 78, 62, 96, 97, 76, 13, 33, 10, 3, 20, 40, 33, 21, 10, 69, 52, 5, 52, 97, 43, 49, 87, 47, 35, 52, 1, 72, 87, 72, 46, 69, 12, 41, 20, 90, 8, 96, 71, 24, 27, 59, 91, 87, 82, 5, 72, 1, 6, 24, 0, 21, 11, 66, 79, 97, 50, 18, 8, 87, 13, 18, 76, 2, 38, 77, 18, 71, 46, 41, 30, 85, 53, 41, 28, 39, 21, 81, 67, 50, 20, 68, 6, 80, 58, 7, 62, 70, 31, 91, 85, 88, 78, 42, 91, 89, 67, 19, 88, 87, 27, 64, 7, 31, 81, 6, 60, 29, 40, 70, 48, 73, 66, 86, 60, 30, 52, 27, 70, 25, 53, 83, 46, 87, 32, 94, 58, 18, 94, 93, 3, 82],
 [92, 84, 33, 27, 74, 97, 58, 63, 56, 18, 43, 33, 70, 76, 85, 68, 94, 89, 12, 70, 12, 29, 64, 95, 49, 69, 32, 6, 70, 56, 2, 76, 7, 81, 51, 90, 89, 25, 54, 80, 10, 3, 44, 65, 59, 47, 26, 91, 60, 1, 59, 59, 82, 55, 68, 82, 77, 53, 4, 59, 82, 21, 92, 58, 92, 68, 0, 23, 29, 37, 44, 7, 82, 58, 8, 40, 54, 68, 64, 40, 37, 63, 16, 85, 45, 88, 7, 41, 43, 44, 74, 68, 59, 0, 22, 2, 28, 28, 21, 10, 43, 23, 85, 36, 96, 17, 13, 30, 84, 75, 10, 70, 66, 23, 41, 33, 42, 50, 96, 15, 59, 30, 15, 52, 8, 96, 57, 21, 14, 78, 21, 74, 89, 71, 5, 26, 61, 48, 47, 60, 88, 88, 6, 37, 13, 43, 23, 14, 35, 75, 35, 74, 76, 22, 11, 65, 59, 0, 71, 33, 39, 1, 58, 65, 96, 29, 53, 83, 83, 49, 45, 16, 4, 74, 48, 95, 19, 4, 3, 87, 21, 61, 78, 64, 28, 29, 26, 81, 13, 67, 54, 42, 51, 10, 14, 0, 18, 93, 97, 6],
 [25, 73, 80, 99, 63, 86, 63, 26, 38, 39, 77, 80, 94, 37, 12, 20, 58, 81, 21, 65, 55, 59, 2, 34, 12, 76, 85, 95, 23, 70, 4, 91, 91, 73, 53, 9, 4, 58, 32, 63, 6, 44, 16, 22, 60, 8, 74, 5, 58, 35, 34, 90, 98, 98, 11, 2, 33, 84, 80, 51, 55, 43, 77, 19, 70, 24, 83, 33, 99, 14, 59, 20, 58, 51, 81, 68, 40, 50, 53, 96, 20, 5, 14, 79, 30, 56, 47, 72, 12, 33, 17, 92, 27, 26, 83, 5, 22, 13, 50, 26, 69, 78, 92, 74, 17, 91, 0, 63, 64, 3, 11, 63, 48, 53, 31, 90, 56, 40, 59, 28, 19, 2, 40, 45, 68, 87, 84, 82, 11, 35, 72, 82, 45, 10, 34, 98, 91, 81, 78, 27, 80, 29, 67, 64, 30, 24, 53, 99, 28, 71, 83, 65, 27, 3, 40, 61, 84, 78, 49, 18, 77, 63, 84, 46, 30, 76, 70, 27, 43, 45, 61, 80, 28, 91, 40, 91, 37, 18, 43, 68, 51, 76, 32, 12, 32, 64, 9, 33, 29, 1, 88, 72, 85, 33, 14, 46, 16, 11, 14, 43],
 [47, 73, 18, 32, 61, 4, 92, 17, 44, 45, 16, 94, 50, 0, 63, 61, 4, 11, 45, 73, 64, 31, 0, 97, 74, 71, 32, 54, 13, 27, 23, 3, 75, 77, 70, 95, 35, 0, 49, 42, 50, 80, 74, 30, 82, 60, 49, 70, 75, 77, 59, 85, 61, 15, 18, 22, 93, 23, 2, 78, 69, 64, 42, 14, 10, 90, 3, 52, 17, 36, 2, 67, 17, 44, 53, 31, 89, 94, 5, 28, 0, 63, 34, 34, 35, 69, 90, 92, 5, 92, 9, 36, 16, 44, 79, 32, 55, 45, 5, 51, 93, 17, 76, 68, 58, 93, 10, 0, 56, 59, 58, 56, 6, 12, 45, 75, 37, 23, 21, 14, 97, 47, 84, 38, 54, 87, 36, 38, 17, 25, 5, 42, 13, 94, 27, 64, 11, 13, 94, 90, 10, 99, 66, 64, 41, 5, 0, 64, 44, 23, 69, 9, 34, 84, 84, 73, 44, 35, 42, 31, 44, 77, 34, 87, 61, 43, 47, 33, 64, 1, 62, 11, 25, 53, 50, 61, 77, 96, 40, 81, 5, 33, 26, 20, 11, 64, 70, 68, 18, 49, 50, 25, 34, 79, 38, 27, 11, 54, 31, 59],
 [52, 82, 78, 10, 17, 60, 51, 83, 10, 10, 64, 69, 24, 61, 63, 53, 97, 46, 24, 56, 73, 58, 43, 78, 24, 79, 3, 52, 69, 8, 96, 1, 70, 40, 20, 84, 57, 44, 61, 41, 62, 40, 60, 68, 1, 11, 94, 91, 87, 30, 82, 57, 31, 43, 46, 4, 5, 24, 62, 68, 72, 0, 35, 36, 70, 57, 79, 77, 75, 50, 9, 34, 17, 42, 80, 29, 58, 93, 62, 9, 84, 16, 28, 39, 37, 50, 19, 82, 30, 88, 7, 14, 11, 88, 32, 91, 22, 68, 75, 83, 49, 47, 29, 81, 12, 81, 81, 50, 15, 39, 96, 51, 87, 10, 23, 28, 75, 76, 66, 74, 7, 42, 83, 92, 4, 66, 51, 14, 65, 61, 87, 24, 59, 54, 77, 89, 73, 13, 81, 34, 17, 87, 52, 17, 43, 11, 14, 30, 61, 66, 48, 90, 27, 30, 57, 29, 89, 87, 40, 13, 58, 80, 0, 45, 73, 98, 26, 43, 45, 40, 72, 55, 56, 68, 15, 78, 77, 12, 66, 74, 30, 62, 60, 73, 61, 27, 34, 26, 41, 30, 85, 29, 47, 42, 70, 23, 26, 58, 15, 74],
 [33, 55, 8, 9, 97, 92, 28, 12, 69, 23, 17, 49, 66, 79, 76, 35, 47, 60, 75, 30, 82, 9, 8, 59, 5, 91, 71, 28, 6, 60, 62, 61, 76, 46, 63, 96, 40, 42, 11, 75, 48, 3, 19, 24, 50, 78, 47, 49, 14, 93, 88, 54, 79, 38, 91, 75, 39, 61, 51, 51, 6, 12, 71, 7, 93, 21, 63, 18, 3, 34, 63, 41, 44, 35, 43, 9, 34, 86, 0, 41, 16, 18, 68, 13, 60, 7, 8, 78, 48, 68, 63, 5, 25, 90, 76, 83, 40, 94, 96, 35, 73, 35, 56, 55, 1, 69, 65, 72, 11, 57, 53, 40, 42, 92, 20, 66, 57, 74, 96, 78, 91, 86, 78, 31, 62, 5, 52, 15, 90, 54, 42, 31, 58, 77, 67, 71, 81, 34, 78, 39, 31, 86, 83, 8, 34, 51, 98, 76, 3, 25, 20, 94, 36, 41, 0, 72, 75, 15, 38, 79, 58, 83, 61, 56, 37, 73, 80, 82, 44, 32, 82, 78, 88, 40, 28, 83, 92, 73, 70, 5, 82, 12, 8, 78, 45, 13, 25, 85, 35, 54, 80, 11, 72, 80, 36, 58, 54, 34, 59, 37],
 [77, 97, 80, 0, 58, 32, 80, 51, 31, 99, 90, 24, 27, 78, 76, 40, 85, 17, 46, 45, 44, 11, 34, 79, 43, 14, 57, 50, 99, 12, 90, 8, 61, 87, 76, 97, 8, 22, 44, 39, 14, 60, 63, 67, 2, 20, 13, 33, 31, 87, 87, 85, 10, 0, 56, 23, 40, 20, 81, 37, 78, 8, 18, 20, 95, 33, 5, 90, 54, 16, 19, 33, 6, 62, 19, 22, 60, 29, 48, 86, 78, 77, 96, 34, 59, 7, 17, 14, 27, 75, 68, 76, 83, 48, 71, 41, 74, 67, 45, 32, 75, 89, 48, 32, 53, 71, 90, 70, 62, 48, 56, 29, 18, 60, 0, 82, 47, 3, 8, 70, 24, 99, 34, 14, 53, 31, 33, 93, 51, 28, 33, 66, 43, 15, 0, 31, 15, 92, 86, 8, 26, 99, 61, 61, 11, 6, 22, 20, 88, 57, 27, 54, 15, 24, 69, 21, 82, 15, 95, 85, 89, 13, 0, 90, 91, 44, 62, 51, 48, 96, 52, 64, 34, 84, 52, 5, 41, 83, 23, 96, 88, 52, 44, 61, 30, 17, 61, 0, 96, 84, 40, 50, 3, 27, 39, 57, 74, 79, 9, 19],
 [74, 93, 9, 7, 42, 20, 83, 7, 38, 71, 76, 81, 50, 83, 44, 7, 27, 15, 45, 74, 45, 65, 69, 70, 95, 20, 18, 48, 63, 31, 69, 60, 67, 81, 84, 83, 50, 13, 59, 81, 99, 39, 39, 2, 24, 94, 21, 4, 9, 80, 71, 31, 60, 35, 98, 98, 27, 89, 28, 81, 32, 33, 54, 54, 57, 12, 54, 2, 17, 77, 93, 91, 83, 35, 24, 41, 46, 32, 45, 98, 21, 47, 75, 68, 31, 12, 25, 87, 94, 3, 88, 71, 14, 96, 7, 39, 99, 82, 78, 17, 42, 24, 31, 52, 49, 63, 84, 75, 66, 95, 49, 36, 58, 18, 44, 69, 1, 51, 35, 92, 7, 87, 65, 20, 97, 84, 66, 70, 98, 51, 55, 29, 58, 28, 99, 41, 2, 66, 47, 25, 66, 90, 99, 3, 22, 56, 95, 32, 16, 59, 85, 46, 72, 77, 47, 6, 29, 86, 72, 48, 60, 40, 34, 22, 32, 86, 10, 71, 42, 19, 50, 3, 90, 83, 87, 18, 60, 80, 99, 22, 1, 86, 79, 99, 69, 55, 82, 27, 36, 33, 12, 77, 36, 75, 14, 67, 74, 70, 12, 79],
 [30, 89, 55, 11, 42, 45, 28, 32, 94, 27, 65, 30, 52, 30, 29, 42, 30, 31, 71, 83, 33, 48, 31, 58, 58, 83, 22, 21, 91, 62, 57, 97, 16, 59, 10, 52, 13, 15, 41, 39, 40, 66, 55, 49, 18, 97, 66, 64, 97, 96, 22, 8, 40, 51, 41, 81, 18, 38, 3, 85, 69, 24, 12, 75, 97, 85, 19, 85, 95, 40, 88, 92, 55, 8, 99, 58, 91, 45, 86, 58, 2, 45, 74, 60, 80, 3, 19, 22, 79, 6, 20, 50, 29, 95, 36, 40, 88, 60, 40, 2, 36, 34, 88, 78, 49, 91, 29, 60, 89, 83, 50, 80, 81, 5, 67, 12, 91, 85, 68, 1, 64, 18, 4, 31, 3, 14, 41, 72, 38, 15, 0, 13, 84, 60, 77, 79, 0, 52, 47, 18, 21, 85, 41, 41, 10, 83, 14, 1, 26, 61, 77, 82, 54, 93, 76, 4, 88, 9, 31, 22, 82, 40, 64, 44, 90, 21, 7, 0, 90, 82, 9, 14, 70, 53, 38, 94, 1, 51, 8, 75, 7, 66, 79, 57, 27, 63, 73, 88, 85, 75, 49, 91, 72, 93, 20, 60, 54, 87, 64, 31],
 [4, 44, 96, 82, 24, 44, 23, 66, 49, 75, 68, 12, 18, 60, 69, 9, 58, 93, 1, 81, 90, 10, 72, 99, 96, 10, 73, 57, 46, 56, 39, 55, 68, 10, 75, 9, 43, 34, 96, 47, 5, 77, 83, 13, 96, 16, 67, 58, 7, 46, 39, 37, 36, 97, 54, 80, 48, 45, 81, 94, 92, 52, 62, 34, 19, 15, 35, 47, 10, 83, 93, 74, 91, 73, 86, 83, 1, 31, 6, 78, 40, 22, 17, 67, 46, 95, 48, 65, 97, 9, 80, 58, 43, 0, 29, 7, 81, 51, 15, 61, 82, 97, 63, 97, 36, 66, 53, 73, 82, 45, 59, 88, 25, 4, 32, 79, 0, 55, 76, 83, 38, 75, 51, 97, 17, 43, 43, 82, 74, 19, 84, 75, 49, 15, 13, 4, 2, 27, 92, 64, 75, 99, 24, 99, 34, 98, 38, 75, 77, 73, 96, 32, 71, 72, 20, 95, 4, 13, 17, 71, 53, 59, 28, 19, 3, 49, 92, 95, 22, 31, 30, 97, 51, 30, 93, 27, 78, 47, 12, 83, 17, 52, 49, 92, 42, 76, 23, 90, 87, 36, 44, 57, 50, 19, 61, 20, 11, 70, 65, 57],
 [80, 43, 95, 28, 11, 46, 46, 23, 77, 3, 99, 59, 10, 60, 93, 32, 10, 48, 58, 15, 47, 77, 54, 12, 33, 75, 84, 1, 18, 50, 82, 52, 96, 28, 65, 23, 8, 27, 93, 52, 80, 85, 8, 8, 71, 48, 90, 38, 91, 0, 30, 85, 47, 86, 40, 24, 73, 37, 53, 91, 27, 6, 66, 47, 30, 86, 25, 22, 34, 96, 85, 83, 36, 59, 35, 44, 69, 71, 58, 19, 25, 34, 9, 75, 33, 17, 74, 37, 73, 2, 6, 22, 32, 65, 12, 84, 41, 52, 96, 77, 38, 27, 82, 25, 7, 46, 56, 1, 10, 13, 44, 27, 12, 88, 2, 99, 60, 25, 7, 62, 38, 0, 74, 77, 16, 62, 46, 98, 65, 83, 47, 68, 51, 86, 28, 73, 32, 79, 51, 57, 17, 98, 57, 75, 64, 78, 39, 37, 4, 87, 1, 69, 56, 85, 27, 70, 9, 57, 81, 60, 20, 90, 75, 33, 91, 96, 7, 56, 38, 83, 58, 79, 80, 34, 25, 80, 76, 95, 76, 31, 63, 2, 77, 53, 54, 88, 67, 47, 18, 51, 41, 35, 53, 84, 88, 2, 22, 21, 73, 75],
 [11, 27, 31, 44, 85, 73, 77, 49, 82, 73, 20, 12, 60, 63, 93, 28, 60, 19, 1, 22, 82, 19, 92, 76, 59, 47, 34, 98, 14, 77, 38, 24, 41, 39, 33, 94, 55, 91, 59, 45, 85, 0, 58, 77, 32, 82, 56, 55, 62, 37, 99, 87, 35, 28, 72, 97, 91, 3, 9, 13, 40, 84, 93, 69, 78, 96, 6, 11, 97, 18, 1, 4, 9, 67, 13, 8, 99, 19, 64, 66, 14, 51, 98, 3, 82, 80, 29, 87, 60, 26, 68, 22, 96, 56, 89, 62, 27, 78, 41, 98, 39, 89, 27, 17, 64, 11, 33, 94, 37, 4, 7, 41, 11, 64, 38, 67, 22, 8, 64, 54, 6, 90, 87, 36, 95, 16, 96, 79, 97, 38, 18, 44, 34, 79, 58, 65, 10, 68, 65, 89, 83, 21, 65, 42, 99, 9, 63, 19, 9, 96, 28, 36, 84, 75, 26, 91, 33, 34, 18, 24, 91, 52, 76, 3, 2, 38, 46, 89, 5, 60, 91, 33, 43, 51, 16, 85, 16, 18, 91, 10, 50, 24, 41, 58, 52, 70, 60, 65, 5, 94, 67, 30, 23, 55, 42, 59, 43, 54, 87, 30],
 [52, 90, 18, 43, 71, 11, 21, 9, 70, 60, 19, 38, 16, 41, 97, 64, 13, 85, 73, 34, 35, 21, 94, 47, 3, 72, 78, 73, 28, 46, 68, 12, 79, 99, 26, 50, 2, 26, 60, 38, 77, 35, 3, 75, 89, 32, 85, 29, 40, 63, 88, 54, 30, 49, 2, 56, 47, 98, 25, 27, 20, 51, 23, 55, 66, 55, 46, 66, 24, 86, 78, 71, 79, 49, 66, 41, 78, 31, 93, 0, 94, 8, 62, 65, 75, 96, 3, 22, 11, 30, 31, 30, 67, 88, 67, 64, 32, 81, 95, 34, 98, 28, 56, 90, 23, 13, 30, 60, 34, 8, 38, 73, 20, 38, 58, 44, 54, 48, 79, 18, 27, 63, 80, 97, 96, 43, 17, 56, 31, 68, 52, 78, 64, 70, 97, 17, 86, 94, 51, 16, 58, 55, 57, 4, 59, 39, 54, 85, 20, 50, 57, 45, 21, 45, 74, 3, 70, 32, 8, 97, 92, 8, 40, 36, 38, 74, 5, 24, 20, 69, 28, 10, 53, 11, 42, 69, 17, 21, 86, 55, 91, 87, 11, 99, 7, 58, 7, 7, 78, 92, 3, 51, 46, 89, 63, 18, 28, 11, 16, 44],
