[
 [13, 2, 48, 9, 33, 92, 3, 85, 85, 42, 7, 16, 92, 86, 17, 79, 44, 11, 82, 30, 82, 7, 44, 8, 48, 44, 61, 19, 45, 67, 31, 48, 19, 43, 83, 65, 82, 57, 23, 78, 13, 73, 15, 51, 85, 48, 1, 2, 31, 43, 75, 61, 36, 1, 35, 20, 6, 14, 69, 5, 20, 8, 61, 42, 25, 71, 34, 78, 23, 85, 57, 45, 88, 21, 10, 11, 69, 83, 87, 78, 31, 33, 77, 83, 34, 8, 55, 46, 41, 79, 27, 53, 87, 72, 19, 53, 45, 18, 49, 99],
 [28, 61, 35, 23, 84, 62, 39, 53, 77, 54, 38, 72, 82, 64, 44, 82, 96, 56, 82, 72, 9, 91, 32, 99, 3, 93, 51, 84, 47, 28, 63, 30, 0, 30, 71, 14, 50, 81, 70, 76, 80, 40, 21, 3, 55, 22, 60, 41, 85, 59, 29, 16, 52, 87, 76, 15, 53, 35, 76, 2, 24, 54, 62, 71, 93, 76, 1, 4, 45, 57, 21, 48, 62, 43, 27, 58, 5, 43, 81, 38, 9, 98, 9, 31, 35, 82, 78, 68, 93, 69, 41, 74, 32, 24, 3, 28, 94, 15, 6, 67],
 [92, 44, 25, 22, 71, 43, 66, 61, 7, 75, 39, 4, 46, 63, 82, 97, 36, 92, 64, 5, 19, 84, 14, 99, 91, 62, 61, 87, 97, 65, 88, 8, 50, 90, 13, 87, 2, 20, 18, 86, 78, 68, 83, 84, 9, 47, 20, 74, 24, 8, 34, 17, 31, 10, 81, 35, 1, 56, 60, 81, 43, 6, 0, 87, 71, 35, 7, 74, 96, 34, 47, 16, 90, 86, 43, 85, 13, 58, 24, 45, 1, 88, 53, 72, 5, 33, 37, 57, 41, 23, 42, 1, 41, 97, 0, 72, 5, 51, 70, 83],
 [54, 75, 6, 70, 69, 90, 78, 38, 91, 61, 23, 1, 30, 51, 53, 61, 98, 83, 32, 13, 12, 72, 72, 65, 45, 32, 77, 24, 39, 26, 69, 62, 11, 77, 39, 65, 71, 27, 2, 31, 9, 21, 89, 18, 22, 73, 98, 6, 49, 33, 94, 91, 26, 88, 84, 41, 45, 80, 82, 42, 65, 93, 64, 99, 33, 73, 90, 33, 32, 36, 94, 72, 36, 99, 72, 78, 15, 54, 17, 2, 67, 46, 49, 90, 42, 48, 97, 59, 44, 48, 74, 87, 34, 50, 22, 41, 85, 21, 72, 93],
 [38, 59, 67, 48, 7, 15, 77, 4, 68, 68, 16, 91, 52, 65, 89, 99, 96, 52, 48, 49, 9, 2, 29, 39, 52, 57, 33, 19, 77, 33, 77, 73, 93, 75, 80, 5, 34, 46, 9, 3, 4, 49, 70, 28, 87, 55, 78, 74, 41, 37, 61, 94, 74, 60, 82, 58, 96, 98, 92, 15, 43, 13, 57, 56, 52, 77, 18, 74, 17, 4, 90, 73, 32, 47, 4, 36, 99, 39, 77, 69, 8, 9, 84, 5, 30, 14, 98, 13, 62, 98, 45, 69, 10, 99, 26, 29, 93, 60, 62, 34],
 [79, 90, 16, 94, 46, 49, 19, 47, 81, 39, 11, 86, 96, 89, 76, 1, 14, 28, 52, 11, 19, 71, 45, 65, 78, 51, 78, 41, 78, 26, 59, 79, 15, 24, 14, 89, 58, 37, 25, 16, 45, 84, 66, 83, 5, 0, 76, 86, 12, 60, 79, 11, 31, 37, 90, 91, 84, 57, 59, 78, 80, 55, 44, 1, 78, 11, 17, 23, 33, 25, 92, 82, 17, 40, 31, 1, 37, 8, 14, 85, 27, 15, 14, 8, 17, 33, 56, 35, 50, 71, 82, 64, 66, 74, 78, 94, 93, 18, 50, 32],
 [30, 78, 58, 7, 46, 2, 86, 3, 32, 61, 18, 86, 89, 93, 54, 13, 89, 11, 32, 4, 74, 11, 93, 71, 6, 91, 82, 40, 31, 28, 49, 74, 86, 26, 23, 51, 13, 56, 53, 56, 12, 10, 58, 76, 19, 53, 33, 86, 20, 31, 58, 64, 27, 42, 19, 89, 91, 10, 43, 34, 42, 15, 30, 3, 11, 8, 18, 22, 91, 94, 81, 11, 6, 38, 1, 85, 34, 85, 8, 66, 81, 99, 90, 65, 44, 93, 80, 10, 56, 33, 99, 86, 52, 66, 35, 21, 76, 23, 43, 44],
 [25, 35, 38, 89, 63, 32, 31, 76, 7, 1, 34, 13, 62, 83, 11, 83, 82, 84, 60, 2, 8, 70, 3, 11, 10, 2, 54, 17, 99, 37, 17, 12, 96, 12, 59, 61, 70, 17, 46, 11, 93, 51, 78, 6, 76, 17, 56, 52, 74, 86, 96, 9, 29, 14, 31, 14, 5, 6, 52, 88, 82, 57, 59, 16, 81, 10, 14, 89, 60, 63, 79, 42, 19, 81, 24, 50, 41, 8, 99, 37, 89, 22, 40, 88, 39, 78, 41, 5, 92, 80, 71, 85, 7, 73, 51, 16, 87, 30, 51, 66],
 [86, 63, 36, 64, 6, 39, 74, 11, 94, 40, 22, 91, 22, 65, 45, 2, 78, 74, 59, 63, 49, 1, 14, 85, 92, 91, 46, 30, 53, 56, 62, 50, 93, 20, 47, 72, 89, 62, 18, 14, 4, 88, 83, 51, 57, 95, 83, 55, 47, 30, 60, 9, 68, 7, 84, 51, 76, 36, 60, 20, 80, 64, 73, 24, 90, 88, 0, 11, 18, 82, 17, 41, 28, 55, 17, 15, 36, 46, 88, 72, 10, 49, 85, 47, 38, 46, 29, 55, 90, 92, 20, 70, 7, 33, 39, 57, 7, 39, 95, 84],
 [82, 7, 87, 45, 94, 52, 45, 30, 7, 83, 39, 52, 74, 73, 79, 15, 96, 9, 11, 80, 89, 8, 25, 49, 51, 35, 86, 88, 95, 33, 74, 49, 49, 61, 38, 32, 98, 36, 90, 54, 30, 3, 74, 11, 18, 58, 61, 84, 48, 70, 70, 78, 83, 2, 34, 48, 88, 60, 36, 55, 25, 38, 98, 34, 91, 0, 71, 16, 43, 8, 39, 63, 60, 2, 1, 11, 88, 13, 13, 95, 93, 49, 78, 42, 62, 53, 85, 25, 16, 68, 94, 81, 49, 48, 51, 45, 58, 18, 10, 82],
 [28, 82, 31, 80, 32, 33, 18, 9, 38, 41, 2, 91, 75, 96, 97, 16, 80, 87, 23, 1, 23, 3, 88, 39, 78, 52, 74, 53, 15, 30, 38, 56, 18, 78, 83, 74, 84, 88, 80, 44, 97, 77, 58, 79, 56, 35, 88, 50, 55, 87, 43, 48, 42, 99, 67, 90, 86, 2, 4, 41, 5, 98, 43, 22, 60, 95, 9, 31, 65, 13, 6, 76, 44, 82, 6, 39, 66, 9, 87, 19, 78, 60, 86, 49, 26, 87, 61, 14, 80, 11, 99, 90, 79, 46, 35, 20, 20, 93, 88, 54],
 [13, 81, 63, 68, 78, 93, 21, 13, 76, 89, 0, 5, 55, 26, 79, 59, 17, 60, 58, 12, 21, 22, 66, 90, 41, 87, 10, 5, 59, 6, 32, 33, 73, 19, 26, 58, 67, 0, 43, 56, 61, 59, 25, 49, 15, 95, 55, 83, 42, 8, 68, 85, 97, 70, 86, 47, 79, 52, 45, 34, 74, 20, 18, 48, 59, 64, 2, 69, 52, 2, 17, 99, 6, 66, 3, 72, 57, 99, 81, 96, 62, 96, 49, 11, 62, 10, 11, 84, 75, 78, 78, 7, 79, 56, 56, 64, 81, 96, 79, 87],
 [81, 89, 38, 36, 30, 91, 66, 89, 63, 71, 48, 84, 91, 11, 14, 5, 33, 33, 45, 79, 20, 97, 38, 15, 87, 14, 26, 18, 0, 65, 69, 68, 15, 32, 67, 30, 16, 84, 22, 61, 45, 85, 89, 8, 94, 5, 73, 82, 56, 10, 18, 1, 55, 46, 4, 35, 27, 52, 87, 16, 94, 20, 65, 15, 94, 13, 49, 68, 95, 11, 17, 59, 87, 58, 22, 32, 55, 78, 42, 87, 89, 31, 6, 33, 31, 72, 7, 89, 41, 87, 47, 90, 29, 35, 57, 13, 59, 32, 24, 62],
 [41, 88, 47, 49, 61, 17, 88, 0, 23, 52, 52, 28, 80, 39, 56, 59, 70, 17, 29, 87, 6, 80, 96, 59, 53, 63, 97, 95, 85, 18, 16, 73, 54, 62, 94, 41, 54, 35, 0, 19, 23, 87, 40, 52, 48, 28, 56, 6, 78, 38, 86, 29, 65, 38, 81, 98, 18, 35, 9, 99, 79, 20, 94, 62, 39, 1, 3, 35, 76, 33, 87, 8, 82, 10, 87, 18, 26, 28, 37, 92, 34, 71, 30, 32, 98, 80, 70, 12, 63, 64, 25, 76, 69, 2, 86, 54, 27, 99, 51, 60],
 [45, 81, 33, 23, 76, 93, 61, 58, 92, 20, 59, 83, 45, 22, 71, 24, 27, 33, 79, 57, 0, 56, 40, 16, 17, 12, 89, 98, 5, 4, 91, 90, 44, 32, 52, 93, 88, 31, 68, 98, 93, 2, 77, 9, 99, 15, 97, 3, 71, 51, 31, 90, 38, 83, 48, 44, 89, 61, 40, 0, 60, 4, 2, 22, 11, 79, 81, 35, 8, 36, 86, 41, 10, 74, 62, 82, 58, 49, 87, 90, 74, 48, 17, 54, 66, 3, 65, 34, 9, 53, 69, 6, 80, 80, 3, 97, 19, 48, 0, 26],
 [80, 19, 77, 25, 85, 65, 4, 34, 63, 87, 18, 47, 99, 20, 12, 43, 57, 48, 27, 9, 0, 24, 74, 96, 38, 44, 25, 9, 84, 72, 5, 52, 1, 14, 72, 55, 26, 88, 16, 5, 15, 95, 63, 45, 41, 64, 37, 22, 65, 3, 79, 16, 80, 84, 57, 76, 81, 47, 85, 82, 11, 86, 91, 8, 9, 93, 27, 69, 65, 60, 89, 42, 7, 49, 22, 53, 16, 62, 17, 37, 16, 50, 35, 53, 65, 88, 89, 76, 44, 31, 58, 40, 58, 65, 43, 27, 86, 59, 92, 89],
 [72, 22, 41, 70, 66, 25, 37, 51, 37, 93, 78, 40, 38, 97, 14, 80, 48, 30, 45, 46, 12, 83, 37, 43, 1, 29, 81, 46, 73, 50, 79, 31, 96, 46, 8, 33, 60, 57, 14, 77, 89, 61, 99, 78, 3, 60, 20, 55, 64, 30, 91, 20, 1, 44, 35, 78, 1, 99, 78, 81, 79, 76, 65, 11, 34, 46, 14, 94, 63, 0, 42, 7, 83, 67, 85, 7, 75, 18, 53, 60, 65, 36, 62, 75, 74, 62, 61, 24, 8, 46, 3, 53, 12, 5, 8, 86, 62, 16, 90, 6],
 [47, 98, 15, 57, 71, 79, 74, 74, 5, 9, 83, 53, 50, 54, 15, 50, 23, 4, 43, 75, 70, 64, 93, 79, 95, 75, 25, 12, 89, 78, 79, 33, 55, 73, 5, 12, 32, 93, 65, 10, 62, 21, 13, 39, 59, 27, 42, 40, 37, 60, 62, 84, 92, 49, 96, 96, 47, 53, 17, 20, 64, 74, 59, 66, 60, 36, 81, 6, 53, 28, 66, 1, 55, 67, 56, 83, 59, 12, 87, 73, 40, 23, 72, 59, 23, 86, 69, 59, 42, 60, 45, 17, 11, 18, 18, 99, 75, 69, 56, 77],
 [91, 87, 14, 14, 20, 15, 38, 32, 16, 10, 11, 75, 39, 78, 91, 5, 83, 94, 91, 70, 99, 28, 56, 44, 54, 3, 45, 95, 18, 90, 48, 53, 93, 78, 38, 78, 22, 86, 71, 44, 89, 67, 20, 7, 24, 68, 8, 42, 72, 82, 43, 43, 37, 78, 84, 64, 51, 52, 68, 70, 2, 75, 51, 73, 99, 69, 16, 80, 33, 4, 43, 60, 50, 9, 56, 12, 45, 89, 65, 77, 85, 29, 90, 25, 20, 54, 92, 25, 98, 68, 96, 35, 35, 27, 2, 95, 91, 8, 27, 91],
 [66, 58, 13, 73, 7, 73, 1, 50, 75, 24, 89, 80, 27, 28, 54, 87, 85, 77, 65, 84, 9, 47, 99, 65, 80, 3, 26, 44, 95, 51, 7, 89, 78, 9, 43, 33, 86, 6, 51, 18, 34, 24, 35, 5, 72, 63, 90, 2, 44, 0, 4, 81, 44, 41, 34, 38, 55, 17, 16, 92, 90, 1, 4, 33, 70, 11, 69, 76, 91, 19, 59, 94, 27, 42, 83, 65, 97, 1, 64, 21, 70, 19, 36, 1, 53, 48, 63, 1, 41, 19, 93, 5, 61, 67, 96, 20, 11, 56, 38, 1],
 [14, 35, 23, 81, 84, 39, 89, 98, 6, 37, 72, 58, 57, 66, 81, 79, 80, 26, 75, 2, 18, 5, 72, 53, 84, 12, 82, 70, 25, 22, 96, 49, 11, 53, 21, 9, 70, 31, 6, 67, 10, 49, 56, 33, 23, 47, 83, 64, 57, 53, 11, 40, 62, 13, 36, 31, 99, 94, 70, 47, 81, 11, 84, 29, 19, 38, 58, 41, 80, 18, 19, 38, 40, 12, 18, 32, 32, 72, 50, 31, 2, 6, 11, 81, 19, 5, 52, 9, 28, 92, 34, 40, 41, 94, 96, 95, 74, 79, 9, 65],
 [22, 33, 18, 12, 55, 93, 33, 4, 39, 16, 30, 61, 46, 67, 70, 76, 34, 70, 35, 70, 14, 97, 60, 17, 2, 60, 37, 66, 74, 0, 69, 38, 32, 66, 36, 81, 4, 47, 22, 92, 12, 22, 45, 30, 78, 66, 53, 95, 29, 17, 35, 64, 63, 60, 3, 25, 1, 72, 4, 97, 86, 82, 42, 97, 33, 74, 56, 4, 8, 67, 84, 62, 33, 30, 86, 2, 12, 92, 67, 69, 79, 21, 78, 69, 9, 27, 8, 6, 77, 20, 40, 78, 66, 88, 20, 43, 3, 9, 25, 6],
 [52, 35, 95, 69, 16, 27, 63, 14, 86, 21, 88, 48, 31, 0, 88, 88, 75, 83, 65, 79, 78, 11, 0, 79, 30, 1, 88, 51, 23, 62, 4, 84, 35, 34, 6, 57, 29, 58, 72, 61, 25, 13, 14, 69, 17, 1, 13, 37, 16, 49, 47, 78, 8, 87, 16, 99, 19, 65, 57, 49, 14, 70, 5, 90, 44, 55, 13, 5, 96, 20, 17, 88, 60, 33, 48, 62, 1, 66, 96, 95, 62, 58, 8, 49, 62, 84, 13, 8, 12, 32, 28, 14, 12, 60, 30, 59, 8, 50, 32, 19],
 [53, 0, 7, 94, 90, 49, 72, 26, 54, 98, 73, 8, 94, 7, 41, 38, 42, 19, 59, 11, 62, 42, 10, 87, 79, 54, 9, 6, 34, 29, 59, 10, 42, 68, 50, 93, 75, 82, 36, 43, 71, 55, 74, 39, 40, 60, 9, 11, 83, 7, 43, 46, 99, 43, 29, 20, 43, 76, 3, 89, 44, 2, 44, 3, 55, 26, 5, 78, 40, 24, 78, 79, 32, 22, 32, 41, 92, 68, 90, 5, 77, 31, 76, 73, 47, 8, 70, 68, 57, 58, 65, 87, 17, 99, 28, 51, 92, 89, 21, 77],
 [54, 24, 96, 83, 47, 60, 17, 47, 32, 57, 65, 35, 14, 48, 15, 44, 10, 51, 29, 28, 45, 59, 39, 50, 70, 57, 57, 94, 52, 44, 91, 63, 86, 23, 98, 93, 43, 7, 40, 46, 67, 29, 62, 18, 73, 83, 2, 85, 3, 9, 46, 82, 76, 41, 69, 72, 50, 81, 87, 39, 64, 69, 45, 38, 28, 28, 86, 36, 49, 37, 8, 21, 23, 29, 31, 19, 87, 17, 23, 73, 21, 98, 33, 64, 75, 17, 81, 42, 25, 79, 77, 66, 55, 96, 9, 17, 34, 18, 12, 26],
 [56, 29, 19, 46, 71, 7, 97, 90, 89, 65, 55, 38, 54, 82, 31, 49, 55, 25, 45, 57, 87, 73, 94, 10, 96, 7, 89, 58, 41, 21, 10, 62, 95, 55, 36, 40, 99, 75, 86, 49, 82, 87, 79, 81, 60, 16, 90, 49, 41, 40, 19, 65, 74, 22, 81, 3, 97, 55, 68, 10, 0, 67, 39, 58, 3, 98, 26, 11, 95, 86, 55, 47, 43, 19, 30, 75, 93, 10, 79, 72, 40, 80, 40, 55, 71, 75, 24, 14, 91, 96, 70, 36, 57, 62, 67, 79, 74, 16, 89, 71],
 [3, 84, 12, 75, 27, 24, 9, 17, 9, 89, 30, 33, 65, 27, 53, 54, 43, 79, 93, 14, 88, 96, 42, 58, 29, 51, 96, 3, 30, 47, 35, 91, 65, 97, 79, 10, 81, 14, 3, 47, 70, 7, 65, 8, 15, 31, 38, 32, 0, 47, 93, 58, 60, 40, 86, 9, 11, 9, 56, 49, 13, 89, 54, 75, 49, 42, 49, 66, 49, 70, 33, 68, 93, 2, 56, 35, 10, 63, 45, 95, 34, 76, 25, 20, 8, 4, 99, 50, 4, 84, 47, 36, 27, 5, 19, 23, 96, 89, 64, 45],
 [3, 16, 30, 56, 47, 72, 23, 54, 15, 34, 61, 78, 22, 20, 40, 34, 25, 41, 13, 71, 5, 42, 51, 61, 63, 25, 79, 92, 39, 83, 43, 7, 9, 21, 63, 92, 71, 5, 61, 70, 36, 86, 2, 9, 86, 51, 26, 37, 50, 97, 53, 50, 52, 62, 13, 58, 66, 64, 28, 44, 16, 56, 79, 87, 87, 14, 50, 9, 21, 79, 33, 96, 28, 88, 38, 64, 83, 82, 67, 67, 62, 19, 86, 96, 57, 67, 14, 65, 21, 18, 74, 59, 6, 84, 66, 1, 15, 67, 62, 95],
 [64, 88, 15, 1, 49, 42, 87, 13, 4, 94, 62, 64, 51, 19, 50, 66, 53, 13, 22, 92, 63, 24, 48, 39, 36, 40, 98, 65, 93, 57, 79, 79, 25, 75, 23, 23, 12, 41, 1, 24, 26, 70, 9, 86, 69, 94, 11, 85, 19, 14, 28, 39, 6, 89, 40, 28, 73, 69, 80, 83, 68, 45, 73, 14, 56, 80, 60, 48, 85, 0, 3, 29, 31, 68, 47, 50, 88, 33, 44, 46, 73, 58, 45, 5, 92, 30, 32, 86, 86, 98, 54, 68, 52, 9, 63, 28, 69, 92, 58, 4],
 [95, 97, 45, 80, 17, 55, 79, 0, 95, 51, 16, 16, 41, 93, 5, 39, 70, 65, 34, 39, 6, 93, 90, 76, 67, 42, 62, 54, 90, 92, 93, 98, 82, 20, 59, 67, 76, 44, 84, 4, 39, 79, 20, 54, 61, 12, 16, 33, 48, 90, 5, 85, 67, 50, 68, 67, 19, 74, 42, 75, 75, 61, 28, 5, 59, 26, 63, 26, 19, 8, 25, 61, 71, 76, 95, 83, 52, 19, 78, 25, 60, 74, 6, 55, 41, 72, 67, 76, 83, 38, 36, 50, 93, 11, 87, 61, 91, 4, 44, 76],
 [5, 73, 45, 69, 57, 94, 89, 7, 42, 94, 13, 34, 46, 0, 87, 77, 6, 8, 44, 22, 4, 21, 37, 1, 82, 99, 64, 22, 33, 15, 3, 7, 74, 66, 51, 12, 22, 16, 0, 72, 87, 94, 80, 14, 64, 73, 2, 68, 37, 66, 5, 37, 40, 77, 88, 21, 4, 94, 32, 16, 14, 94, 33, 5, 98, 56, 67, 44, 29, 97, 57, 11, 44, 57, 7, 99, 3, 57, 95, 89, 7, 40, 17, 99, 8, 58, 15, 23, 27, 59, 91, 12, 46, 72, 82, 27, 36, 26, 50, 27],
 [72, 63, 83, 74, 80, 1, 52, 35, 27, 78, 9, 48, 13, 46, 72, 73, 36, 63, 7, 59, 1, 13, 13, 69, 31, 76, 12, 8, 17, 72, 93, 64, 34, 46, 75, 5, 54, 90, 98, 11, 0, 25, 45, 93, 10, 23, 76, 32, 84, 88, 93, 35, 50, 46, 19, 74, 3, 19, 62, 61, 71, 7, 78, 6, 40, 54, 91, 34, 85, 25, 87, 64, 55, 20, 82, 19, 22, 27, 66, 17, 28, 38, 63, 53, 46, 16, 6, 64, 30, 67, 26, 17, 60, 92, 64, 76, 69, 68, 24, 20],
